School_No,School_Name,School_Type,Suburb,State,Postcode,Phone_No,LGA_ID,LGA_Name,Latitude,Longtitude,Education_Sector,Entity_Type,Address
1539,St Mary's School,Primary,GREENSBOROUGH,VIC,3088,03 9433 4000,66,Banyule (C),145.092633,-37.702851,Catholic,2,210 Grimshaw Street
1541,Mother of God School,Primary,ARDEER,VIC,3022,03 9363 1734,118,Brimbank (C),144.800812,-37.779414,Catholic,2,67 Blanche Street
1542,St Peter Chanel School,Primary,DEER PARK,VIC,3023,03 9363 1586,118,Brimbank (C),144.769266,-37.768526,Catholic,2,848 Ballarat Road
1543,Christ the King Primary School,Primary,BRAYBROOK,VIC,3019,03 9311 7387,433,Maribyrnong (C),144.86196,-37.787611,Catholic,2,28 Riley Court
1545,Corpus Christi School,Primary,GLENROY,VIC,3046,03 9306 3062,525,Moreland (C),144.922802,-37.703891,Catholic,2,13-21 Widford Street
1547,Killester College,Secondary,SPRINGVALE,VIC,3171,03 9547 5000,267,Greater Dandenong (C),145.152017,-37.959071,Catholic,2,433 Springvale Road
1549,St Paul's School,Primary,SUNSHINE WEST,VIC,3020,03 9363 1568,118,Brimbank (C),144.807516,-37.787534,Catholic,2,Links Street
1550,St Patrick's School,Primary,PYRAMID HILL,VIC,3575,03 5455 7220,394,Loddon (S),144.111842,-36.054852,Catholic,2,5 Victoria Street
1551,Clonard College,Secondary,HERNE HILL,VIC,3218,03 5278 2155,275,Greater Geelong (C),144.330481,-38.130078,Catholic,2,225 Church Street
1554,Stella Maris School,Primary,BEAUMARIS,VIC,3193,03 9589 2641,91,Bayside (C),145.041044,-37.981986,Catholic,2,113 Oak Street
1555,St Therese's School,Primary,KENNINGTON,VIC,3550,03 5443 3200,262,Greater Bendigo (C),144.298244,-36.766898,Catholic,2,Albion Street
1556,St Bernadette's School,Primary,SUNSHINE NORTH,VIC,3020,03 9311 8872,118,Brimbank (C),144.835276,-37.771157,Catholic,2,2 Willey Street
1557,St James' School,Primary,SEBASTOPOL,VIC,3356,03 5335 8750,57,Ballarat (C),143.840181,-37.603467,Catholic,2,260 Albert Street
1559,Rossbourne School,Special,HAWTHORN,VIC,3122,03 9819 4611,111,Boroondara (C),145.02655,-37.82304,Independent,2,131 Power Street
1560,Sacred Heart School,Primary,MILDURA,VIC,3500,03 5023 1204,478,Mildura (RC),142.152242,-34.187326,Catholic,2,Olive Grove PO Box 5056
1561,Beth Rivkah Ladies College,Pri/Sec,ST KILDA EAST,VIC,3183,03 9522 8227,231,Glen Eira (C),145.000835,-37.869281,Independent,2,14-20 Balaclava Road
1563,St Margaret's Primary School,Primary,MARIBYRNONG,VIC,3032,03 9318 1339,433,Maribyrnong (C),144.891039,-37.766895,Catholic,2,67 The Esplanade
1564,Immaculate Heart of Mary School,Primary,NEWBOROUGH,VIC,3825,03 5127 2342,381,Latrobe (C),146.291592,-38.184743,Catholic,2,50-54 Monash Road PO Box 281
1565,Holy Family School,Primary,MOUNT WAVERLEY,VIC,3149,03 9807 3300,497,Monash (C),145.129634,-37.874255,Catholic,2,250 Stephensons Road
1566,St Gerard's School,Primary,DANDENONG NORTH,VIC,3175,03 9791 7553,267,Greater Dandenong (C),145.205824,-37.971329,Catholic,2,71 Gladstone Road
1568,St Mel's School,Primary,SHEPPARTON SOUTH,VIC,3630,03 5821 3163,283,Greater Shepparton (C),145.410675,-36.39247,Catholic,2,35 Hamilton Street
1569,Our Lady of Perpetual Succour School,Primary,SURREY HILLS,VIC,3127,03 9898 7655,698,Whitehorse (C),145.111389,-37.830057,Catholic,2,31 Erasmus Street
1570,St Catherine's School,Primary,MOORABBIN,VIC,3189,03 9555 7200,343,Kingston (C),145.052171,-37.938224,Catholic,2,14-28 Fletcher Street
1571,Sacred Heart Girls' College,Secondary,HUGHESDALE,VIC,3166,03 9568 5488,497,Monash (C),145.086083,-37.902163,Catholic,2,113 Warrigal Road PO Box 228
1575,St Vincent de Paul's School,Primary,MORWELL EAST,VIC,3840,03 5134 2060,381,Latrobe (C),146.415478,-38.230608,Catholic,2,2 Rowell Street
1577,St Peter's Lutheran School,Primary,DIMBOOLA,VIC,3414,03 5389 1626,298,Hindmarsh (S),142.037578,-36.457061,Independent,2,6-26 Horsham Road
1578,St Mary's School,Primary,SEA LAKE,VIC,3533,03 5070 1272,127,Buloke (S),142.85067,-35.501832,Catholic,2,47 Hannon Street
1579,St Joseph's School,Primary,YARRA JUNCTION,VIC,3797,03 5967 1183,745,Yarra Ranges (S),145.616814,-37.792172,Catholic,2,40 Milners Road PO Box 42A
1580,St Stephen's School,Primary,RESERVOIR EAST,VIC,3073,03 9460 3566,189,Darebin (C),145.019202,-37.711568,Catholic,2,71 Whitelaw Street
1581,St Brendan's School,Primary,LAKES ENTRANCE,VIC,3909,03 5155 2712,211,East Gippsland (S),148.012335,-37.87102,Catholic,2,Golf Links Road PO Box 914
1582,St Martin of Tours School,Primary,ROSANNA,VIC,3084,03 9459 0902,66,Banyule (C),145.076979,-37.735182,Catholic,2,2-12 Silk Street PO Box 430
1583,St Michael's School,Primary,TALLANGATTA,VIC,3700,02 6071 2386,667,Towong (S),147.173415,-36.216232,Catholic,2,Queen Elizabeth Drive PO Box 13
1584,Christ Our Holy Redeemer School,Primary,OAKLEIGH EAST,VIC,3166,03 9569 8966,497,Monash (C),145.105753,-37.896158,Catholic,2,43 Ferntree Gully Road
1585,Our Lady of the Nativity School,Primary,ABERFELDIE,VIC,3040,03 9337 4204,506,Moonee Valley (C),144.896581,-37.756347,Catholic,2,29 Fawkner Street
1588,St John's Regional College,Secondary,DANDENONG,VIC,3175,03 9791 3366,267,Greater Dandenong (C),145.226256,-37.990229,Catholic,2,5-11 Caroline Street Private Bag 5040 MDC
1589,Nagle College,Secondary,BAIRNSDALE,VIC,3875,03 5152 6122,211,East Gippsland (S),147.587656,-37.837096,Catholic,2,20 Hope Avenue PO Box 507
1590,St Mary's School,Pri/Sec,ROBINVALE,VIC,3549,03 5026 3483,661,Swan Hill (RC),142.7785055,-34.58470583,Catholic,2,12 Watkin Street PO Box 379
1591,Our Lady's School,Primary,WANGARATTA,VIC,3677,03 5721 3783,670,Wangaratta (RC),146.321144,-36.372191,Catholic,2,White Street PO Box 486
1592,Emmaus College,Secondary,VERMONT SOUTH,VIC,3133,03 9845 3211,698,Whitehorse (C),145.174107,-37.84779,Catholic,2,503 Springvale Road
1593,St Dominic's School,Primary,BROADMEADOWS,VIC,3047,03 9309 4146,327,Hume (C),144.923702,-37.685055,Catholic,2,408 Camp Road PO Box 274
1594,St Patrick's School,Primary,TONGALA,VIC,3621,03 5859 0371,137,Campaspe (S),144.953591,-36.252656,Catholic,2,Mangan Street
1595,St Bridget's School,Primary,BALWYN NORTH,VIC,3104,03 9857 6394,111,Boroondara (C),145.103253,-37.795925,Catholic,2,36 Sweyn Street
1596,St Leonard's School,Primary,GLEN WAVERLEY,VIC,3150,03 9560 8491,497,Monash (C),145.163894,-37.886803,Catholic,2,349 Springvale Road
1598,St Scholastica's School,Primary,BENNETTSWOOD,VIC,3125,03 9808 7279,698,Whitehorse (C),145.125908,-37.851646,Catholic,2,4 Starling Street
1600,St Christopher's School,Primary,GLEN WAVERLEY,VIC,3150,03 9803 0011,497,Monash (C),145.1501975,-37.87109838,Catholic,2,Doon Avenue
1602,St John Vianney's School,Primary,PARKDALE EAST,VIC,3195,03 9580 5812,343,Kingston (C),145.09249,-37.99047,Catholic,2,Brisbane Terrace
1604,Ss Peter & Paul's School,Primary,DONCASTER EAST,VIC,3109,03 9842 2056,421,Manningham (C),145.1534,-37.790552,Catholic,2,16 Beverley Street
1605,St Mary of the Angels College,Secondary,NATHALIA,VIC,3638,03 5866 2222,490,Moira (S),145.208748,-36.057656,Catholic,2,Chapel Street PO Box 141
1607,Holy Family School,Primary,DOVETON,VIC,3177,03 9791 1853,161,Casey (C),145.238629,-37.990496,Catholic,2,100 Power Road PO Box 34
1608,Aquinas College,Secondary,RINGWOOD,VIC,3134,03 9259 3000,441,Maroondah (C),145.234935,-37.823058,Catholic,2,46 Great Ryrie Street PO Box 190
1609,Leibler Yavneh College,Pri/Sec,ELSTERNWICK,VIC,3185,03 9528 4911,231,Glen Eira (C),145.006626,-37.892871,Independent,2,2 Nagle Avenue PO Box 164
1610,The Peninsula School,Pri/Sec,MT ELIZA,VIC,3930,03 9788 7777,534,Mornington Peninsula (S),145.090692,-38.198174,Independent,2,20 Wooralla Drive Private Bag No 3
1612,St Matthew's School,Primary,FAWKNER NORTH,VIC,3060,03 9359 5423,525,Moreland (C),144.967951,-37.698156,Catholic,2,95 William Street
1613,St John Vianney's School,Primary,MULGRAVE,VIC,3170,03 9546 4161,497,Monash (C),145.159559,-37.932718,Catholic,2,23 Police Road
1615,St Luke's School,Primary,LALOR,VIC,3075,03 9465 2099,707,Whittlesea (C),145.0188321,-37.67237431,Catholic,2,1A David Street
1616,St Francis de Sales School,Primary,OAK PARK,VIC,3046,03 9306 9444,525,Moreland (C),144.921079,-37.718847,Catholic,2,626 Pascoe Vale Road PO Box 2109
1617,St John's Lutheran School Geelong,Primary,GEELONG,VIC,3220,03 5221 5221,275,Greater Geelong (C),144.347467,-38.147331,Independent,2,33 Aberdeen Street
1618,St Thomas More's School,Primary,BELGRAVE,VIC,3160,03 9754 4444,745,Yarra Ranges (S),145.3526801,-37.90841476,Catholic,2,Reynold's Lane PO Box 21
1619,St Pius X School,Primary,WARRNAMBOOL WEST,VIC,3280,03 5562 2506,673,Warrnambool (C),142.46583,-38.364916,Catholic,2,32-34 Hoddle Street
1620,St Christopher's School,Primary,AIRPORT WEST,VIC,3042,03 9338 3591,506,Moonee Valley (C),144.880249,-37.72501,Catholic,2,34 Roberts Road
1622,Sacred Heart School,Primary,ELIMINYT,VIC,3250,03 5231 5292,175,Colac-Otway (S),143.578547,-38.353155,Catholic,2,125 Hart Street PO Box 221
1623,Sacred Heart School,Primary,DIAMOND CREEK,VIC,3089,03 9438 1590,571,Nillumbik (S),145.158777,-37.67214795,Catholic,2,25 Gipson Street
1624,St Michael's School,Primary,BERWICK,VIC,3806,03 9707 1600,161,Casey (C),145.353572,-38.033824,Catholic,2,16 Scanlan Street PO Box 424
1625,Ave Maria College,Secondary,ABERFELDIE,VIC,3040,03 9331 9300,506,Moonee Valley (C),144.897964,-37.756618,Catholic,2,14-22 Vida Street
1626,Bialik College,Pri/Sec,HAWTHORN EAST,VIC,3122,03 9822 7981,111,Boroondara (C),145.043371,-37.842269,Independent,2,429 Auburn Road PO Box 422
1627,Our Lady of the Way School,Primary,KINGSBURY,VIC,3083,03 9460 6684,189,Darebin (C),145.035525,-37.715261,Catholic,2,11-13 Green Avenue PO Box 159
1628,St Luke the Evangelist School,Primary,BLACKBURN SOUTH,VIC,3130,03 9877 4023,698,Whitehorse (C),145.146714,-37.835551,Catholic,2,46 Orchard Grove PO Box 45
1629,St Bernard's School,Primary,WANGARATTA,VIC,3677,03 5721 4431,670,Wangaratta (RC),146.305601,-36.346559,Catholic,2,Williams Road
1632,Our Lady Help of Christians School,Primary,MURTOA,VIC,3390,03 5385 2526,763,Yarriambiack (S),142.473651,-36.622676,Catholic,2,15 Munro Street PO Box 92
1633,Luther College,Secondary,CROYDON HILLS,VIC,3136,03 9724 2000,441,Maroondah (C),145.272909,-37.782963,Independent,2,Plymouth Rd
1634,Marian College,Secondary,SUNSHINE WEST,VIC,3020,03 9363 1711,118,Brimbank (C),144.806129,-37.787731,Catholic,2,196 Glengala Road
1635,Mount St Joseph Girls' College,Secondary,ALTONA,VIC,3018,03 8398 2000,311,Hobsons Bay (C),144.811674,-37.863902,Catholic,2,133 Maidstone Street PO Box 139
1637,Mother of God School,Primary,IVANHOE EAST,VIC,3079,03 9497 1094,66,Banyule (C),145.058781,-37.773795,Catholic,2,66 Wilfred Road
1638,Our Lady Help of Christians School,Primary,WENDOUREE,VIC,3355,03 5339 4726,57,Ballarat (C),143.825614,-37.525436,Catholic,2,482 Gillies Street
1640,St Clement of Rome School,Primary,BULLEEN,VIC,3105,03 9850 1216,421,Manningham (C),145.090333,-37.767296,Catholic,2,9 Egan Drive
1641,St Joseph's Primary School,Primary,BORONIA,VIC,3155,03 9762 3275,367,Knox (C),145.274814,-37.862707,Catholic,2,212 Boronia Road PO Box 505
1642,Sacred Heart School,Primary,CORRYONG,VIC,3707,02 6076 1138,667,Towong (S),147.898789,-36.198356,Catholic,2,111-115 Hansen Street PO Box 213
1644,Mater Christi College,Secondary,BELGRAVE,VIC,3160,03 9754 6611,745,Yarra Ranges (S),145.3588871,-37.9106377,Catholic,2,28 Bayview Road
1645,Our Lady of Lourdes School,Primary,BAYSWATER,VIC,3153,03 9729 3411,367,Knox (C),145.265765,-37.848985,Catholic,2,23 Orange Grove
1646,St Joseph's College,Secondary,FERNTREE GULLY,VIC,3156,03 9758 2000,367,Knox (C),145.295093,-37.89049,Catholic,2,5 Brenock Park Drive
1647,St Paul's College Kew,Special,KEW,VIC,3101,03 9855 7700,111,Boroondara (C),145.026953,-37.806231,Catholic,2,3-13 Fernhurst Grove Locked Bag 20
1648,Annunciation School,Primary,BROOKLYN,VIC,3012,03 9314 6271,311,Hobsons Bay (C),144.847959,-37.820989,Catholic,2,4-14 Nolan Avenue PO Box 431
1649,St Louis de Montfort's School,Primary,ASPENDALE,VIC,3195,03 9580 5169,343,Kingston (C),145.102261,-38.018128,Catholic,2,37 Dolphin Street
1650,St Thomas More's School,Primary,HADFIELD,VIC,3046,03 9306 6225,525,Moreland (C),144.944942,-37.707293,Catholic,2,30 Angus Street
1651,Avila College,Secondary,MOUNT WAVERLEY,VIC,3149,03 9831 9600,497,Monash (C),145.133255,-37.874671,Catholic,2,35 Charles Street
1652,St Philip's School,Primary,BLACKBURN NORTH,VIC,3130,03 9878 6501,698,Whitehorse (C),145.166588,-37.807643,Catholic,2,60 Junction Road
1653,Holy Child School,Primary,DALLAS,VIC,3047,03 9309 1620,327,Hume (C),144.931984,-37.665736,Catholic,2,227 Blair Street PO Box 399
1654,Emmanuel College,Secondary,ALTONA NORTH,VIC,3025,03 8325 5100,311,Hobsons Bay (C),144.842389,-37.831623,Catholic,2,423 Blackshaws Road PO Box 5
1655,St Peter Julian Eymard,Primary,MOOROOLBARK,VIC,3138,03 9725 0595,745,Yarra Ranges (S),145.3175154,-37.7879128,Catholic,2,Reay Road PO Box 152
1656,St Damian's School,Primary,BUNDOORA,VIC,3083,03 9467 8566,707,Whittlesea (C),145.0572167,-37.6984942,Catholic,2,5 Settlement Road PO Box 63
1657,St Monica's College,Secondary,EPPING,VIC,3076,03 9409 8800,707,Whittlesea (C),145.0302857,-37.6507081,Catholic,2,16 Davisson Street PO Box 11
1658,Yarra Valley Grammar,Pri/Sec,RINGWOOD,VIC,3134,03 9262 7777,441,Maroondah (C),145.258164,-37.783701,Independent,2,Kalinda Road
1659,Christ the King School,Primary,NEWCOMB,VIC,3219,03 5248 1093,275,Greater Geelong (C),144.3923309,-38.16659292,Catholic,2,79 Wilsons Road
1661,Mercy College,Secondary,COBURG,VIC,3058,03 9319 9299,525,Moreland (C),144.964562,-37.730398,Catholic,2,760 Sydney Road
1663,St Timothy's School,Primary,VERMONT,VIC,3133,03 9878 4188,698,Whitehorse (C),145.183654,-37.840389,Catholic,2,21 Stevens Road
1664,St Mary's School,Primary,MAFFRA,VIC,3860,03 5147 1334,681,Wellington (S),146.9723891,-37.96350023,Catholic,2,4-12 Duke Street PO Box 69
1665,St Macartan's School,Primary,MORNINGTON,VIC,3931,03 5973 4550,534,Mornington Peninsula (S),145.070463,-38.223213,Catholic,2,97 Bungower Road PO Box 1126
1667,St John's School,Primary,FRANKSTON EAST,VIC,3199,03 9789 9794,217,Frankston (C),145.148098,-38.145823,Catholic,2,Jayne Street
1669,St Mary's College for the Deaf,Special,WANTIRNA SOUTH,VIC,3152,03 9800 2733,367,Knox (C),145.242789,-37.877901,Catholic,2,10 Riddell Road
1670,John Paul College,Secondary,FRANKSTON,VIC,3199,03 9784 0200,217,Frankston (C),145.138867,-38.13557,Catholic,2,165 Mc Mahons Road PO Box 3105
1671,St Anne's School,Primary,SEAFORD,VIC,3198,03 9786 4736,217,Frankston (C),145.140947,-38.106598,Catholic,2,86-94 Austin Road PO Box 2059
1673,Mazenod College,Secondary,MULGRAVE,VIC,3170,03 9560 0911,497,Monash (C),145.166144,-37.915204,Catholic,2,Kernot Ave PO Box 286
1674,St Martin de Porres School,Primary,AVONDALE HEIGHTS,VIC,3034,03 9331 9000,506,Moonee Valley (C),144.861624,-37.758468,Catholic,2,158 Military Road
1678,St Gregory the Great School,Primary,DONCASTER,VIC,3108,03 9848 4483,421,Manningham (C),145.122282,-37.780598,Catholic,2,396 Manningham Road
1679,Maranatha Christian School,Pri/Sec,ENDEAVOUR HILLS,VIC,3802,03 9709 7209,161,Casey (C),145.278034,-37.970919,Independent,2,104-108 Reema Boulevard
1680,St Kevin's School,Primary,TEMPLESTOWE LOWER,VIC,3107,03 9850 4609,421,Manningham (C),145.122868,-37.761267,Catholic,2,26-44 Herlihys Road PO Box 985
1681,St James' School,Primary,VERMONT,VIC,3133,03 9874 1830,698,Whitehorse (C),145.20969,-37.836748,Catholic,2,51 Centre Road
1682,Good Shepherd School,Primary,WHEELERS HILL,VIC,3150,03 9562 0229,497,Monash (C),145.166052,-37.908123,Catholic,2,30 Academy Avenue
1684,MacKillop Catholic Regional College,Secondary,WERRIBEE,VIC,3030,03 8734 5200,726,Wyndham (C),144.6651016,-37.90950211,Catholic,2,1 Russell Street PO Box 522
1685,St James' College,Secondary,BENTLEIGH EAST,VIC,3165,03 9575 8100,231,Glen Eira (C),145.071365,-37.926472,Catholic,2,156 Bignell Road PO Box 77
1689,St Thomas' School,Primary,SALE,VIC,3850,03 5144 1332,681,Wellington (S),147.08331,-38.09940329,Catholic,2,Guthridge Parade
1690,St Leo the Great School,Primary,ALTONA NORTH,VIC,3025,03 9391 5522,311,Hobsons Bay (C),144.851693,-37.839216,Catholic,2,315 Mason Street PO Box 145
1692,St Peter's School,Primary,KEILOR EAST,VIC,3033,03 9337 4111,506,Moonee Valley (C),144.859418,-37.744237,Catholic,2,2A Parkside Avenue PO Box 116
1693,Our Lady Help of Christians School,Primary,WARRNAMBOOL EAST,VIC,3280,03 5562 5559,673,Warrnambool (C),142.519533,-38.385247,Catholic,2,28 Selby Road
1694,Marian College,Secondary,MYRTLEFORD,VIC,3737,03 5752 1596,11,Alpine (S),146.72536,-36.55334,Catholic,2,Prince Street PO Box 215
1696,St Martin de Porres School,Primary,LAVERTON,VIC,3028,03 9369 1070,311,Hobsons Bay (C),144.77698,-37.853783,Catholic,2,13-25 Bellin Street PO Box 153
1697,St Jude the Apostle School,Primary,SCORESBY,VIC,3179,03 9763 7703,367,Knox (C),145.225957,-37.889844,Catholic,2,53 George Street
1699,St Monica's School,Primary,WODONGA WEST,VIC,3690,02 6024 3151,717,Wodonga (C),146.872637,-36.126753,Catholic,2,137 Brockley Street
1701,Mount Evelyn Christian School/Ranges TEC,Pri/Sec,MOUNT EVELYN,VIC,3796,03 9738 6000,745,Yarra Ranges (S),145.3670969,-37.79883442,Independent,2,135 York Road
1706,Melbourne Rudolf Steiner School,Pri/Sec,WARRANWOOD,VIC,3134,03 9876 2633,441,Maroondah (C),145.248811,-37.777221,Independent,2,213 Wonga Road
1709,St Peter's School,Primary,BENDIGO NORTH,VIC,3550,03 5443 9319,262,Greater Bendigo (C),144.2727362,-36.74416599,Catholic,2,Fenton Street
1710,St Mark's School,Primary,DINGLEY,VIC,3172,03 9551 1150,343,Kingston (C),145.129566,-37.986656,Catholic,2,4-6 Dimar Court
1711,The Currajong School,Special,MALVERN EAST,VIC,3145,03 9571 7869,635,Stonnington (C),145.059946,-37.875953,Independent,2,90 Darling Road PO Box 8
1712,Nunawading Christian College-Secondary,Secondary,NUNAWADING,VIC,3131,03 9877 3555,698,Whitehorse (C),145.1690183,-37.82254717,Independent,2,161 Central Rd PO Box 216
1714,Eltham College,Pri/Sec,RESEARCH,VIC,3095,03 9437 1421,571,Nillumbik (S),145.192232,-37.70044311,Independent,2,1660 Main Road PO Box 40
1715,Holy Eucharist School,Primary,ST ALBANS SOUTH,VIC,3021,03 8312 0900,118,Brimbank (C),144.811408,-37.756436,Catholic,2,1A Oleander Drive
1719,St Paul's Primary School,Primary,MILDURA,VIC,3500,03 5023 4567,478,Mildura (RC),142.156034,-34.204601,Catholic,2,Fourteenth Street PO Box 4004
1721,Learning Co-Operative School,Primary,HURSTBRIDGE,VIC,3099,03 9718 1481,571,Nillumbik (S),145.2133347,-37.62939233,Independent,2,10 Laceys Road PO Box 140
1722,St Peter Apostle School,Primary,HOPPERS CROSSING,VIC,3029,03 9749 1055,726,Wyndham (C),144.69031,-37.874642,Catholic,2,16-38 Guinane Avenue
1724,Donvale Christian College,Pri/Sec,DONVALE,VIC,3111,03 9844 2471,421,Manningham (C),145.193451,-37.774028,Independent,2,155 Tindals Road
1728,Berengarra School,Special,BOX HILL NORTH,VIC,3129,03 9898 9167,698,Whitehorse (C),145.132142,-37.80388,Independent,2,43 Harrison Street PO Box 356
1729,Sholem Aleichem College,Primary,ELSTERNWICK,VIC,3185,03 8527 3000,231,Glen Eira (C),145.001203,-37.882289,Independent,2,11 Sinclair St
1733,St John XXIII Primary School,Primary,THOMASTOWN EAST,VIC,3074,03 9465 6066,707,Whittlesea (C),145.0392037,-37.67842204,Catholic,2,Regal Avenue
1734,Braemar College,Pri/Sec,WOODEND,VIC,3442,03 5427 2500,413,Macedon Ranges (S),144.5759811,-37.36382882,Independent,2,1499 Mt Macedon Rd
1735,School of the Good Shepherd,Primary,GLADSTONE PARK,VIC,3043,03 9338 7686,327,Hume (C),144.889458,-37.693031,Catholic,2,88 South Circular Road PO Box 2400
1736,St Agatha's School,Primary,CRANBOURNE,VIC,3977,03 5996 2724,161,Casey (C),145.278852,-38.111642,Catholic,2,Scott Street PO Box 35
1737,Resurrection School,Primary,KEYSBOROUGH,VIC,3173,03 9798 4126,267,Greater Dandenong (C),145.16293,-37.989944,Catholic,2,402 Corrigan Road
1739,St Dominic's School,Primary,MELTON,VIC,3337,03 9743 6225,465,Melton (C),144.584635,-37.680915,Catholic,2,Church Street PO Box 298
1741,St Francis Xavier School,Primary,CORIO,VIC,3214,03 5275 1974,275,Greater Geelong (C),144.358129,-38.072033,Catholic,2,143 Bacchus Marsh Road
1742,Gilson College,Pri/Sec,TAYLORS HILL,VIC,3037,03 9365 9365,465,Melton (C),144.763149,-37.724602,Independent,2,450 Taylors Road
1743,Cheshire School,Special,GLEN WAVERLEY,VIC,3150,03 8562 5100,497,Monash (C),145.158092,-37.902842,Independent,2,583 Ferntree Gully Road Post Office Box 4190
1744,Galen Catholic College,Secondary,WANGARATTA,VIC,3677,03 5721 6322,670,Wangaratta (RC),146.310537,-36.338747,Catholic,2,College Street PO Box 630
